본부,사업소,충전소명,충전기ID,충전기용량,충전기명,충전소구분,충전방식
강원,강릉,교동e-편한세상 아파트,3212,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,교동e-편한세상 아파트,3213,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,교동e-편한세상 아파트,3214,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,강릉더샵 아파트,4324,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉더샵 아파트,4325,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,청송 아파트,4329,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강남동주민센터,5948,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉농협 하나로마트,5949,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉축협 하나로마트,5950,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강원양돈농협 하나로마트,5951,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,성덕동주민센터,5952,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,송정동주민센터,5953,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,이마트 강릉점,5954,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,이마트 강릉점,5955,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,평창영월정선 축협,5956,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,평창영월정선 축협,5957,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,해람중학교옆 공영주차장,5958,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,홈플러스 강릉점,5959,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉 교동2차현대아파트,6554,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉 교동2차현대아파트,6555,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,삼우골든아파트,6556,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,서희스타힐스리버파크,6557,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,녹색도시체험센터,6669,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,녹색도시체험센터,6670,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,녹색도시체험센터,6671,50,급속03,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,교1동주민센터,6672,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,허균허난설헌기념공원,6673,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,홍제동 공영주차장,6674,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,경포해수욕장,6675,50,급속01,공용,DC콤보(급속)
강원,강릉,주문진해수욕장,6676,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,교2동주민센터,6677,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,HAPPY700 평창시네마,6678,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,대관령면 관광안내소,6679,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,알펜시아리조트,6680,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,알펜시아리조트,6681,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,용평리조트,6682,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉회산LH천년나무2단지,7335,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,홍제힐스테이트,7714,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,홍제힐스테이트,7715,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,보헤미안박이추 커피공장,8672,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,포남2주공아파트,9045,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,하이빌현대아파트,9047,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,하이빌현대아파트,9048,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,하이빌현대아파트,9049,7,완속03,아파트용,BC타입5핀(완속)
강원,강릉,하이빌현대아파트,9050,7,완속04,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9052,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9053,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9054,7,완속03,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9055,7,완속04,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9056,7,완속05,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9057,7,완속06,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9058,7,완속07,아파트용,BC타입5핀(완속)
강원,강릉,LH선수촌8단지아파트,9817,7,완속08,아파트용,BC타입5핀(완속)
강원,강릉,평창올림픽선수촌아파트,9077,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,평창올림픽선수촌아파트,9078,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,평창올림픽선수촌아파트,9079,7,완속03,아파트용,BC타입5핀(완속)
강원,강릉,평창올림픽선수촌아파트,9080,7,완속04,아파트용,BC타입5핀(완속)
강원,강릉,강원도교육연수원,9437,50,급속01,공용,DC콤보(급속)
강원,강릉,봉평면사무소,9441,50,급속01,공용,DC콤보(급속)
강원,강릉,기산그린타운연립,9851,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,기산그린타운연립,9877,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,그린내하우스,9852,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,강릉특별지사,1300,7,완속03,업무용,BC타입5핀(완속)
강원,강릉,강릉특별지사,77,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉특별지사,78,7,완속01,업무용,C타입5핀(완속)
강원,강릉,강릉특별지사,79,7,완속02,업무용,C타입5핀(완속)
강원,강릉,태장위너빌아파트,10425,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,태장위너빌아파트,10426,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,입암6주공아파트,10427,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,입암6주공아파트,10428,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,입암6주공아파트,10429,7,완속03,아파트용,BC타입5핀(완속)
강원,강릉,감자연구소,10454,50,급속01,공용,DC콤보(급속)
강원,강릉,봉평시장공용주차장,10852,50,급속01,공용,DC콤보(급속)
강원,강릉,강원도립대학,10853,50,급속01,공용,DC콤보(급속)
강원,강릉,강원도환동해본부,11342,100,급속01,공용,DC콤보(급속)
강원,강릉,강원도환동해본부,11343,100,급속02,공용,DC콤보(급속)
강원,강릉,강원영동병무지청,12199,100,급속01,공용,DC콤보(급속)
강원,강릉,강원테크노파크,11820,50,급속01,공용,DC콤보(급속)
강원,강릉,강원지방기상청,12200,100,급속01,공용,DC콤보(급속)
강원,강릉,강원지방기상청,12201,100,급속02,공용,DC콤보(급속)
강원,강릉,구정휴게소(동해방향),12203,100,급속01,공용,DC콤보(급속)
강원,강릉,구정휴게소(동해방향),12204,100,급속02,공용,DC콤보(급속)
강원,강릉,구정휴게소(동해방향),12205,100,급속03,공용,DC콤보(급속)
강원,강릉,구정휴게소(동해방향),12206,100,급속04,공용,DC콤보(급속)
강원,강릉,평창휴게소(강릉방향),12207,200,급속01,공용,DC콤보(급속)
강원,강릉,평창휴게소(강릉방향),12208,200,급속02,공용,DC콤보(급속)
강원,강릉,강릉아이스아레나 주차장,12244,100,급속01,공용,DC콤보(급속)
강원,강릉,강릉아이스아레나 주차장,12245,100,급속02,공용,DC콤보(급속)
강원,강릉,강릉아이스아레나 주차장,12246,100,급속03,공용,DC콤보(급속)
강원,강릉,강릉아이스아레나 주차장,12247,100,급속04,공용,DC콤보(급속)
강원,강릉,강릉금호어울림,2630,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강릉,강릉금호어울림,9818,7,완속01,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9819,7,완속02,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9820,7,완속03,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9821,7,완속04,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9822,7,완속05,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9823,7,완속06,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9824,7,완속07,아파트용,BC타입5핀(완속)
강원,강릉,강릉금호어울림,9825,7,완속08,아파트용,BC타입5핀(완속)
강원,강원직할,휴먼시아남춘천1단지,3190,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,휴먼시아남춘천1단지,3191,7,완속01,아파트용,BC타입5핀(완속)
강원,강원직할,휴먼시아남춘천1단지,3192,7,완속02,아파트용,BC타입5핀(완속)
강원,강원직할,보배 아파트,4302,7,완속01,아파트용,BC타입5핀(완속)
강원,강원직할,보배 아파트,4303,7,완속02,아파트용,BC타입5핀(완속)
강원,강원직할,공지천 공영주차장,5928,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,김유정문학마을,5930,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,남산면사무소,5931,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,동내면사무소,5932,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,신사우동사무소,5933,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,애니메이션박물관,5934,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,애니메이션박물관,5935,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,의암빙상장,5936,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,이마트 춘천점,10896,50,급속02,공용,DC콤보(급속)
강원,강원직할,이마트 춘천점,5937,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,춘천극장몸짓,5938,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,홈플러스 춘천점,5939,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,후평1동행정복지센터,5940,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,롯데캐슬 스카이클래스,6160,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,롯데캐슬 스카이클래스,6161,7,완속1,아파트용,BC타입5핀(완속)
강원,강원직할,롯데캐슬 스카이클래스,6162,7,완속02,아파트용,BC타입5핀(완속)
강원,강원직할,롯데캐슬 스카이클래스,6163,7,완속03,아파트용,BC타입5핀(완속)
강원,강원직할,소양강 공영주차장,5929,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,강변코아루아파트,7692,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,호반베르디움에코아파트,8371,7,완속01,아파트용,C타입5핀(완속)
강원,강원직할,호반베르디움에코아파트,8372,7,완속02,아파트용,C타입5핀(완속)
강원,강원직할,호반베르디움에코아파트,8373,7,완속03,아파트용,C타입5핀(완속)
강원,강원직할,석사현대아파트,8580,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,(춘천거두)초록지붕아파트,9071,7,완속01,아파트용,BC타입5핀(완속)
강원,강원직할,(춘천거두)초록지붕아파트,9072,7,완속02,아파트용,BC타입5핀(완속)
강원,강원직할,(춘천거두)초록지붕아파트,9073,7,완속03,아파트용,BC타입5핀(완속)
강원,강원직할,(춘천거두)초록지붕아파트,9074,7,완속04,아파트용,BC타입5핀(완속)
강원,강원직할,(춘천거두)초록지붕아파트,9075,7,완속05,아파트용,BC타입5핀(완속)
강원,강원직할,강원도개발공사,9433,50,급속01,공용,DC콤보(급속)
강원,강원직할,강원도개발공사,9816,50,급속02,공용,DC콤보(급속)
강원,강원직할,한국전기공개조합 춘천지점,9449,50,급속01,공용,DC콤보(급속)
강원,강원직할,LH강원본부,838,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,LH강원본부,839,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,농어촌공사 강원본부,10857,100,급속01,공용,AC3상(급속)
강원,강원직할,농어촌공사 강원본부,10897,100,급속02,공용,DC콤보(급속)
강원,강원직할,LH해온채아파트,10430,7,완속01,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10431,7,완속02,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10432,7,완속03,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10433,7,완속04,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10434,7,완속05,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10435,7,완속06,아파트용,B타입5핀(완속)
강원,강원직할,LH해온채아파트,10436,7,완속07,아파트용,BC타입5핀(완속)
강원,강원직할,LH해온채아파트,10437,7,완속08,아파트용,BC타입5핀(완속)
강원,강원직할,춘천서부시장,10438,50,급속01,공용,DC콤보(급속)
강원,강원직할,강원직할,10902,7,완속09,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1293,7,완속02,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1294,7,완속03,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1295,7,완속04,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1296,7,완속05,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1297,7,완속06,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,1298,7,완속07,업무용,C타입5핀(완속)
강원,강원직할,강원직할,1299,7,완속08,업무용,BC타입5핀(완속)
강원,강원직할,강원직할,561,7,완속01,업무용,C타입5핀(완속)
강원,강원직할,강원직할,80,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,강원직할,춘천 동부시장,10898,50,급속01,공용,DC콤보(급속)
강원,강원직할,송곡대학교,11046,100,급속01,공용,DC콤보(급속)
강원,강원직할,춘천바이오산업진흥원,12018,50,급속01,공용,DC콤보(급속)
강원,강원직할,춘천바이오산업진흥원,12019,50,급속02,공용,DC콤보(급속)
강원,강원직할,춘천사회혁신파크,12047,100,급속01,공용,DC콤보(급속)
강원,강원직할,춘천휴게소(부산방향),12218,100,급속01,공용,DC콤보(급속)
강원,강원직할,춘천휴게소(부산방향),12219,100,급속02,공용,DC콤보(급속)
강원,강원직할,춘천휴게소(부산방향),12220,100,급속03,공용,DC콤보(급속)
강원,강원직할,춘천휴게소(부산방향),12221,100,급속04,공용,DC콤보(급속)
강원,강원직할,강원지방기상청 춘천기상대,12197,100,급속01,공용,DC콤보(급속)
강원,강원직할,동면행정복지센터,12237,100,급속01,공용,DC콤보(급속)
강원,강원직할,동면행정복지센터,12238,100,급속02,공용,DC콤보(급속)
강원,강원직할,국립춘천숲체원,12239,100,급속01,공용,DC콤보(급속)
강원,강원직할,국립춘천숲체원,12240,100,급속02,공용,DC콤보(급속)
강원,동해,동해금호어울림 아파트,3215,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,동해금호어울림 아파트,3216,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,동해코아루디오션,3217,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,동해,동해코아루디오션,3218,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,대동 아파트,4347,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,동해,대동 아파트,4348,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,대동 아파트,4349,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,대동 아파트,4350,7,완속03,아파트용,BC타입5핀(완속)
강원,동해,대동 아파트,4351,7,완속04,아파트용,BC타입5핀(완속)
강원,동해,동해푸르지오 아파트,4352,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,동해푸르지오 아파트,4353,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,쌍용 아파트,4354,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,쌍용 아파트,4355,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,"한양2,3차 아파트",4356,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,동해,"한양2,3차 아파트",4357,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,"한양2,3차 아파트",4358,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,동해지사(공용),890,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,동해,동해지사(공용),891,7,완속03,공용,C타입5핀(완속)
강원,동해,옥계면사무소,5963,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,동해,이마트 동해점,5964,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,동해,동해지사,384,7,완속01,업무용,C타입5핀(완속)
강원,동해,동해지사,385,7,완속02,업무용,C타입5핀(완속)
강원,동해,동해지사,892,7,완속04,업무용,C타입5핀(완속)
강원,동해,동해시 보건소,9439,50,급속01,공용,DC콤보(급속)
강원,동해,사랑Dream아파트,9853,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,사랑Dream아파트,9878,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,희망Dream아파트,9854,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,희망Dream아파트,9879,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,동해 아이파크 아파트,9855,7,완속01,아파트용,BC타입5핀(완속)
강원,동해,동해 아이파크 아파트,9880,7,완속02,아파트용,BC타입5핀(완속)
강원,동해,동해 아이파크 아파트,9881,7,완속03,아파트용,BC타입5핀(완속)
강원,동해,동해역(ktx) 주차장,10863,100,급속01,공용,DC콤보(급속)
강원,동해,구호동 자유무역지역관리원,11892,100,급속01,공용,DC콤보(급속)
강원,동해,구호동 자유무역지역관리원,11893,100,급속02,공용,DC콤보(급속)
강원,동해,부곡동 행정복지센터,11894,100,급속01,공용,DC콤보(급속)
강원,동해,지흥동 동해전력지사,11891,50,급속01,공용,DC콤보(급속)
강원,삼척,동화3차 아파트,4330,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,동화3차 아파트,4331,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,삼척오션빌,4332,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,삼척오션빌,4333,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,신동아 아파트,4334,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,신동아 아파트,4335,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,신동아 아파트,4336,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,현진에버빌 아파트,4337,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,현진에버빌 아파트,4338,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,현진에버빌 아파트,4339,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,홈플러스 삼척점,5961,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,코아루타워아파트,6558,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,코아루타워아파트,6559,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,코아루타워아파트,6560,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,현대아파트,6561,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,현대아파트,6562,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,현대아파트,6563,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,동부아파트,6950,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,동부아파트,6951,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,동부아파트,6952,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,삼척지사,775,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,삼척 한양아파트,8275,7,완속01,아파트용,C타입5핀(완속)
강원,삼척,청솔1차아파트,8510,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,삼척,e편한세상삼척교동아파트,8511,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,e편한세상삼척교동아파트,8512,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,삼척마달세영리첼아파트,8535,7,완속01,아파트용,BC타입5핀(완속)
강원,삼척,삼척마달세영리첼아파트,8536,7,완속02,아파트용,BC타입5핀(완속)
강원,삼척,삼척마달세영리첼아파트,8537,7,완속03,아파트용,BC타입5핀(완속)
강원,삼척,대한석탄공사 도계광업소 급속 충전소,12210,100,급속02,공용,DC콤보(급속)
강원,삼척,한국남부발전 복지관 급속 충전소,12209,100,급속01,공용,DC콤보(급속)
강원,속초고성,금호대명(서울대명2차) 아파트,4340,7,완속01,아파트용,BC타입5핀(완속)
강원,속초고성,금호대명(서울대명2차) 아파트,4341,7,완속02,아파트용,BC타입5핀(완속)
강원,속초고성,현대1차 아파트,4343,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,대명늘푸른 아파트,5492,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,이마트 속초점,5962,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,속초지사,772,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,성호아파트,8414,7,완속01,아파트용,BC타입5핀(완속)
강원,속초고성,성호아파트,8415,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,고성지사,894,7,완속01,업무용,C타입5핀(완속)
강원,속초고성,고성석미모닝파크,8645,7,완속01,아파트용,BC타입5핀(완속)
강원,속초고성,고성석미모닝파크,8835,7,완속02,아파트용,B타입5핀(완속)
강원,속초고성,죽왕면사무소,8689,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,국민체육센터,8812,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,속초고성,속초해양경찰서,9453,50,급속01,공용,DC콤보(급속)
강원,속초고성,속초연수원,10470,50,급속01,공용,DC콤보(급속)
강원,속초고성,영랑호 인트라움,10471,7,완속01,아파트용,BC타입5핀(완속)
강원,속초고성,청호동 아이파크,10472,7,완속01,아파트용,BC타입5핀(완속)
강원,속초고성,청호동 아이파크,10473,7,완속02,아파트용,BC타입5핀(완속)
강원,속초고성,고성소방서,10540,50,급속01,공용,DC콤보(급속)
강원,속초고성,국민건강보험공단,12202,50,급속01,업무용,DC콤보(급속)
강원,속초고성,잼버리수영장,12242,100,급속01,공용,DC콤보(급속)
강원,속초고성,잼버리수영장,12243,100,급속02,공용,DC콤보(급속)
강원,양구,양구 보배 아파트,4321,7,완속01,아파트용,BC타입5핀(완속)
강원,양구,양구 보배 아파트,4322,7,완속02,아파트용,BC타입5핀(완속)
강원,양구,포미재 아파트,4323,7,완속01,아파트용,BC타입5핀(완속)
강원,양구,양구경림 아파트,5489,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,양구,양구지사,8093,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,양구,해링턴플레이스,8339,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,양구,테니스파크,8675,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,양구,서희스타힐스,10494,7,완속01,아파트용,BC타입5핀(완속)
강원,양구,양구군농업기술센터,10493,50,급속01,공용,DC콤보(급속)
강원,양구,양구인문학박물관,12074,100,급속01,공용,DC콤보(급속)
강원,양구,양구인문학박물관,12075,100,급속02,공용,DC콤보(급속)
강원,양구,국토정중앙전문대,12076,100,급속01,공용,DC콤보(급속)
강원,양양,양양서문주공아파트,6300,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,양양,양양서문주공아파트,6301,7,완속01,아파트용,BC타입5핀(완속)
강원,양양,양양서문주공아파트,6302,7,완속02,아파트용,BC타입5핀(완속)
강원,양양,양양지사,1310,7,완속01,업무용,C타입5핀(완속)
강원,양양,양양지사,893,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
강원,양양,인구해수욕장,8704,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,양양,썬라이즈빌아파트,9060,7,완속01,아파트용,BC타입5핀(완속)
강원,양양,양양전통시장주차장,10854,50,급속01,공용,DC콤보(급속)
강원,양양,양양오색주차장,10855,50,급속01,공용,DC차데모(급속)
강원,영월,영월하송주공3차 아파트,4344,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,영월,영월하송주공3차 아파트,4345,7,완속01,아파트용,BC타입5핀(완속)
강원,영월,영월하송주공3차 아파트,4346,7,완속02,아파트용,BC타입5핀(완속)
강원,영월,영월지사,8094,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,영월,주천면사무소,8740,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
강원,영월,영월 서부시장 제2주차장,10848,50,급속01,공용,DC콤보(급속)
강원,영월,영월군청 전기차충전소,12195,200,급속01,공용,DC콤보(급속)
강원,영월,영월군청 전기차충전소,12233,200,급속02,공용,DC콤보(급속)
강원,영월,영월군공용주차장,12193,200,급속01,공용,DC콤보(급속)
강원,영월,영월군공용주차장,12236,200,급속02,공용,DC콤보(급속)
강원,원주,개운휴먼시아1단지 아파트,3193,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,개운휴먼시아1단지 아파트,3194,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,개운휴먼시아1단지 아파트,3195,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,개운1차한신휴플러스 아파트,3196,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,개운1차한신휴플러스 아파트,3197,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,개운1차한신휴플러스 아파트,3198,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,개운1차한신휴플러스 아파트,3199,7,완속03,아파트용,BC타입5핀(완속)
강원,원주,구곡두산 아파트,3200,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,구곡두산 아파트,3201,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,대흥2차 아파트,3202,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,매지청솔 아파트,3203,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,매지청솔 아파트,3204,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,매지청솔 아파트,3205,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,매지청솔 아파트,3206,7,완속03,아파트용,BC타입5핀(완속)
강원,원주,무실우미린 아파트,3207,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,무실우미린 아파트,3208,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,무실우미린 아파트,3209,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,무실우미린 아파트,3210,7,완속03,아파트용,BC타입5핀(완속)
강원,원주,남원주두산위브 아파트,4304,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
강원,원주,남원주두산위브 아파트,4305,7,완속01,아파트용,BC타입5핀(완속)
강원,원주,남원주두산위브 아파트,4306,7,완속02,아파트용,BC타입5핀(완속)
강원,원주,남원주두산위브 아파트,4307,7,완속03,아파트용,BC타입5핀(완속)
강원,원주,무실세영리첼1차 아파트,4308,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
