본부,사업소,충전소명,충전기ID,충전기용량,충전기명,충전소구분,충전방식
남서울,강서양천,강서한강자이아파트,6440,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,강서한강자이아파트,6441,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크1단지,6442,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크1단지,6443,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크1단지,6444,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,방화동성아파트,6445,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,방화동성아파트,6446,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,방화동성아파트,6447,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,방화동성아파트,6448,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,가로공원 공영주차장,6759,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,서울에너지공사 주차장,6762,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,서울에너지공사 주차장,6763,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,서울에너지공사 주차장,6764,50,급속03,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,서울에너지공사 주차장,6765,50,급속04,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크7단지,7000,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크7단지,7001,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크7단지,7002,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크7단지,7003,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,신정뉴타운두산위브아파트,7052,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동힐스테이트아파트,7095,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동힐스테이트아파트,7096,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,신정숲속마을아파트,7457,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동2차우성아파트,7529,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동 현대하이페리온2아파트,7640,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,목동 현대하이페리온2아파트,7641,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,목동 현대하이페리온2아파트,7642,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,목동 현대하이페리온2아파트,7643,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡13단지 힐스테이트마스터,7935,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡13단지 힐스테이트마스터,7936,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡13단지 힐스테이트마스터,7937,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,신정이펜하우스 2단지,8279,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,신정이펜하우스 2단지,8280,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,신정이펜하우스 2단지,8281,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리11단지아파트,8320,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리11단지아파트,8321,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리2단지,8486,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리2단지,8487,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리2단지,8488,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리8단지,8489,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,신월코아루1단지아파트,8564,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,신월코아루1단지아파트,8565,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,신월코아루1단지아파트,8566,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크8단지,8895,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,e편한세상염창,8897,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,e편한세상염창,8898,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,e편한세상염창,8899,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,e편한세상염창,8900,7,완속04,아파트용,BC타입5핀(완속)
남서울,강서양천,e편한세상염창,8901,7,완속05,아파트용,BC타입5핀(완속)
남서울,강서양천,신정동일하이빌아파트1단지,9295,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,한국공항공사 서울,1171,50,급속04,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,한국공항공사 서울,1189,50,급속03,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,한국공항공사 서울,1240,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,한국공항공사 서울,1241,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡 이웰메디파크,10039,50,급속01,공용,DC콤보(급속)
남서울,강서양천,한국방송광고진흥공사,10040,50,급속01,공용,DC콤보(급속)
남서울,강서양천,서울남부출입국 외국인사무소,10041,50,급속01,공용,DC콤보(급속)
남서울,강서양천,강서수도사업소,10042,50,급속01,공용,DC콤보(급속)
남서울,강서양천,미주진로아파트,10049,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,미주진로아파트,10050,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,신정동일하이빌아파트2단지,10051,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,등마루 공영주차장,10076,50,급속01,공용,DC콤보(급속)
남서울,강서양천,경창시장 고객주차장,10871,50,급속01,공용,DC콤보(급속)
남서울,강서양천,한국공항공사 고객전용주차장,10891,50,급속01,공용,DC콤보(급속)
남서울,강서양천,강서경찰서 민원인주차장,10892,50,급속01,공용,DC콤보(급속)
남서울,강서양천,양천구청 지하주차장,11649,100,급속01,공용,DC콤보(급속)
남서울,강서양천,양천구청 지하주차장,11650,100,급속02,공용,DC콤보(급속)
남서울,강서양천,마곡수명산파크3단지,2225,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크3단지,2226,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크5단지,2227,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크5단지,2228,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크5단지,2229,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크6단지,2230,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡수명산파크6단지,2231,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡수명산파크6단지,2232,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리3단지,2233,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡엠밸리3단지,2234,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡엠밸리3단지,2235,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡힐스테이트,2236,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,마곡힐스테이트,2237,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡힐스테이트,2238,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,마곡힐스테이트,2239,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,목동트윈빌,2240,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동트윈빌,2241,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,목동트윈빌,2242,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,목4동현대 아파트,2243,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,목4동현대 아파트,2244,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,방화5단지 아파트,2245,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,방화5단지 아파트,2246,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,방화5단지 아파트,2247,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,방화5단지 아파트,2248,7,완속03,아파트용,BC타입5핀(완속)
남서울,강서양천,부영그린타운2차,2249,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,부영그린타운2차,2250,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,신월해주 아파트,2251,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,신월해주 아파트,2252,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,염창힐스테이트 아파트,2253,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,우당 아파트,2254,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,우당 아파트,2255,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,푸른마을2단지,2256,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,푸른마을2단지,2257,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,한사랑2차삼성 아파트,2258,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,한사랑2차삼성 아파트,2259,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,한사랑2차삼성 아파트,2260,7,완속02,아파트용,BC타입5핀(완속)
남서울,강서양천,화곡초록 아파트,2261,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동삼성쉐르빌1,2863,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,목동삼성쉐르빌1,2864,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,방화동부센트레빌,2865,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,양천벽산블루밍 아파트,2866,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,강서양천,양천벽산블루밍 아파트,2867,7,완속01,아파트용,BC타입5핀(완속)
남서울,강서양천,양천벽산블루밍 아파트,2868,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,관악동부센트레빌 아파트,3822,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,관악동부센트레빌 아파트,3823,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,대방성원 아파트,3824,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,대방성원 아파트,3825,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,대방성원 아파트,3826,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,대우신림2차푸르지오,3827,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,동작상떼빌 아파트,3828,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,동작상떼빌 아파트,3829,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,동작상떼빌 아파트,3830,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,동작상떼빌 아파트,3831,7,완속03,아파트용,BC타입5핀(완속)
남서울,관악동작,상도파크자이,3832,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,상도파크자이,3833,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림동부센트레빌,3834,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림동부센트레빌,3835,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,신림쌍용 아파트,3836,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,신림쌍용 아파트,3837,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림쌍용 아파트,3838,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,흑석한강센트레빌,3839,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,흑석한강센트레빌,3840,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,흑석한강센트레빌,3841,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,흑석한강센트레빌,3842,7,완속03,아파트용,BC타입5핀(완속)
남서울,관악동작,숲속마을신동아파밀리에,5312,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,숲속마을신동아파밀리에,5313,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,청광 아파트,5314,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,관악동작지사,342,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,관악동작지사,343,7,완속03,업무용,C타입5핀(완속)
남서울,관악동작,관악동작지사,344,7,완속04,업무용,C타입5핀(완속)
남서울,관악동작,관악동작지사,50,7,완속01,업무용,C타입5핀(완속)
남서울,관악동작,관악동작지사,51,7,완속02,업무용,C타입5핀(완속)
남서울,관악동작,관악동작지사,534,7,완속03,업무용,BC타입5핀(완속)
남서울,관악동작,관악동작지사,535,7,완속05,업무용,C타입5핀(완속)
남서울,관악동작,신동아 아파트,8058,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,래미안상도3차아파트,6227,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,래미안상도3차아파트,6228,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,힐스테이트상도프레스티지,6229,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,힐스테이트상도프레스티지,6230,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,관악동작 견인차량 보관소,6904,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,대우유로카운티,6941,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,봉천건영6차아파트,8387,7,완속01,아파트용,C타입5핀(완속)
남서울,관악동작,서울시여성가족재단,1180,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,대방중간집하장 공영주차장,10043,50,급속01,공용,DC콤보(급속)
남서울,관악동작,신림 주공2단지,10052,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림 주공2단지,10053,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,신림 주공2단지,10054,7,완속03,아파트용,BC타입5핀(완속)
남서울,관악동작,관악구 평생학습관,10077,50,급속01,공용,DC콤보(급속)
남서울,관악동작,관악구 종합체육센타,10874,50,급속01,공용,DC콤보(급속)
남서울,관악동작,빙수골 장미주차장,10864,50,급속01,공용,DC콤보(급속)
남서울,관악동작,관악벽산블루밍,2262,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,관악벽산블루밍,2263,50,급속02,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,보라매삼성 아파트,2264,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,보라매삼성 아파트,2265,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,보라매삼성 아파트,2266,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,사당롯데캐슬샤인,2267,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,사당롯데캐슬샤인,2268,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,상도래미안1차 아파트,2269,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,상도래미안1차 아파트,2270,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,상도래미안1차 아파트,2271,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,이수힐스테이트,2272,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,이수힐스테이트,2273,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,이수힐스테이트,2274,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,이수힐스테이트,2275,7,완속03,아파트용,BC타입5핀(완속)
남서울,관악동작,보라매아카데미타워 아파트,2869,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,보라매아카데미타워 아파트,2870,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,상도대림 아파트,2871,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,서울대입구아이원,2872,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,서울대입구아이원,2873,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신대방현대 아파트,2874,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,신대방현대 아파트,2875,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림서초 아파트,2876,7,완속01,아파트용,BC타입5핀(완속)
남서울,관악동작,신림서초 아파트,2877,7,완속02,아파트용,BC타입5핀(완속)
남서울,관악동작,은천2단지 아파트,2878,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,관악동작,은천2단지 아파트,2879,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,개봉영화 아파트,3850,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,개봉영화 아파트,3851,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,경남1차 아파트,3852,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,경남1차 아파트,3853,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스2단지,3854,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,천왕이펜하우스2단지,3855,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스2단지,3856,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스2단지,3857,7,완속03,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스5단지,3858,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,천왕이펜하우스5단지,3859,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스5단지,3860,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스5단지,3861,7,완속03,아파트용,BC타입5핀(완속)
남서울,구로금천,신도림동아1차 아파트,5318,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,신도림동아1차 아파트,5319,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,신도림동아1차 아파트,5320,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,신도림동아1차 아파트,5321,7,완속03,아파트용,BC타입5핀(완속)
남서울,구로금천,고척근린공원 지하주차장,652,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,지식산업센터(대륭테크노타운2차),653,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,지식산업센터(동일테크노타운8차),654,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,금천구청 지상 주차장,655,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,구로구청 주차장,656,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,개봉대상아파트,6429,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,개봉대상아파트,6430,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,구로삼성래미안,6431,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,구로삼성래미안,6432,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,구로삼성래미안,6433,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕연지타운1단지,6437,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,천왕연지타운1단지,6438,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕연지타운1단지,6439,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,남서울힐스테이트아파트,6915,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,남서울힐스테이트아파트,6916,50,급속02,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,남서울힐스테이트아파트,6917,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,남서울힐스테이트아파트,6918,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,근상프리즘아파트,7629,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,동아한신아파트,7637,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,동아한신아파트,7638,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,동아한신아파트,7639,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척파크푸르지오,7845,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척파크푸르지오,7846,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,고척파크푸르지오,7847,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,고척파크푸르지오,7848,7,완속03,아파트용,BC타입5핀(완속)
남서울,구로금천,고척스카이돔,8034,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척스카이돔,8035,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척스카이돔,8036,50,급속03,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,신도림7차e-편한세상아파트,8298,7,완속01,아파트용,C타입5핀(완속)
남서울,구로금천,신도림7차e-편한세상아파트,8299,7,완속02,아파트용,C타입5핀(완속)
남서울,구로금천,신도림7차e-편한세상아파트,8300,7,완속03,아파트용,C타입5핀(완속)
남서울,구로금천,구로아트밸리 지하1층,8703,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,메이퀸 웨딩홀,8775,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,메이퀸 웨딩홀,8776,50,급속02,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,항동하버라인3단지,8903,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8904,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8905,7,완속03,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8906,7,완속04,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8907,7,완속05,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8908,7,완속06,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8909,7,완속07,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8910,7,완속08,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8911,7,완속09,아파트용,BC타입5핀(완속)
남서울,구로금천,항동하버라인3단지,8912,7,완속10,아파트용,BC타입5핀(완속)
남서울,구로금천,구로4동 주택가 공동,1080,50,급속01,공용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,구로중앙하이츠아파트,10055,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,구로중앙하이츠아파트,10056,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,구로아트밸리 지하2층,10078,50,급속01,공용,DC콤보(급속)
남서울,구로금천,구로리공원,10859,50,급속01,공용,DC콤보(급속)
남서울,구로금천,하늘공원 공영주차장,10860,50,급속01,공용,DC콤보(급속)
남서울,구로금천,금나래체육문화센타,11775,50,급속01,공용,DC콤보(급속)
남서울,구로금천,롯데 아파트,1753,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,롯데 아파트,1754,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,고척LIG리가 아파트,2310,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척LIG리가 아파트,2311,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,고척LIG리가 아파트,2312,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,고척벽산블루밍 아파트,2313,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,고척벽산블루밍 아파트,2314,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,신구로자이 아파트,2323,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,신구로자이 아파트,2324,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,오류푸르지오,2328,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,오류푸르지오,2329,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,구로성호메이플라워,2885,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,구로성호메이플라워,2886,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,신도림 쌍용플래티넘노블,2888,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,신도림 쌍용플래티넘노블,2889,7,완속02,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스4단지 아파트,2894,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,구로금천,천왕이펜하우스4단지 아파트,2895,7,완속01,아파트용,BC타입5핀(완속)
남서울,구로금천,천왕이펜하우스4단지 아파트,2896,7,완속02,아파트용,BC타입5핀(완속)
남서울,남서울직할,국회의사당,116,7,완속01,공용,BC타입5핀(완속)
남서울,남서울직할,국회의사당,117,7,완속02,공용,BC타입5핀(완속)
남서울,남서울직할,국회의사당,118,7,완속03,공용,BC타입5핀(완속)
남서울,남서울직할,신길경남 아파트,5315,50,급속01,아파트용,DC차데모+DC콤보+AC3상(급속)
남서울,남서울직할,신길경남 아파트,5316,7,완속01,아파트용,BC타입5핀(완속)
남서울,남서울직할,신길경남 아파트,5317,7,완속02,아파트용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,1079,50,급속02,업무용,DC차데모+DC콤보+AC3상(급속)
남서울,남서울직할,남서울직할,10866,7,완속02,업무용,B타입5핀(완속)
남서울,남서울직할,남서울직할,110,50,급속01,업무용,DC차데모+DC콤보(급속)
남서울,남서울직할,남서울직할,111,7,완속01,업무용,C타입5핀(완속)
남서울,남서울직할,남서울직할,112,7,완속02,업무용,C타입5핀(완속)
남서울,남서울직할,남서울직할,1711,7,완속04,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,1712,7,완속05,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,1713,7,완속06,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,1714,7,완속07,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,1715,7,완속08,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,529,7,완속03,업무용,C타입5핀(완속)
남서울,남서울직할,남서울직할,8857,7,완속01,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할,8858,50,급속01,업무용,DC콤보(급속)
남서울,남서울직할,남서울직할(영등포)지사,1018,50,급속01,업무용,DC차데모+DC콤보+AC3상(급속)
남서울,남서울직할,남서울직할(영등포)지사,1040,7,완속04,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할(영등포)지사,1078,7,완속03,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할(영등포)지사,1716,7,완속06,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할(영등포)지사,1717,7,완속07,업무용,BC타입5핀(완속)
남서울,남서울직할,남서울직할(영등포)지사,1718,7,완속08,업무용,BC타입5핀(완속)
